userName,score,content,at
Ivan,3,"Mau pasang listrik di Indonesia harus ada nidi , slo, siup dan nib, buat siup dan nib harus ada no npwp, giliran buat no npwp registrasi situs tidak ditemuakn, coretax. susah kalau urusan sama pemerintah, buat aturan tapi dipersulit sendiri. Kocakkk",2025-01-20 11:38:09
Muhammad Rangga,1,Apk apaan si ini serba serbi eror!!,2025-01-20 10:29:04
Rizky Apriadi Kombu,1,Apakah ini real,2025-01-20 07:56:09
Chori Kurniawan,1,"Up date terus, sampai hp tdk kompatible",2025-01-20 05:59:54
Bedjo Djember,5,Sangat membantu,2025-01-20 02:44:54
Ichsan wahyu Perdana,1,"aplikasi ga guna kalau kurang menarik ga becus dan uji coba aja kayanya dan ga mampu bayar IT utk sistem onlinenya , saya pernah buat online sampe sekarang ga bisa npwp saya dan ga becus juga CS nya makan gaji buta",2025-01-20 00:26:34
KyyFansh,1,Ribettt,2025-01-19 21:14:36
Muhammad Iqbal Djalil,1,Aplikasi Awikwok Lolot Cuih,2025-01-19 16:53:27
Febri Kurniawan Wijaya,1,Dagang es teh ae udh nyusahin rakyat doang,2025-01-19 11:27:36
Munaji,1,Aplikasi ini sangat tidak berguna. Meskipun sudah update tetap tidak berguna. Aplikasi ini Dibikin Cuma ngabisin anggaran.,2025-01-19 09:51:25
Megaria Rorong,3,SygSyg r b asal Barbados rt rrrrd,2025-01-19 06:28:14
Khoirul Anam,1,MAU URUS EFIN SURUH MASUKIN NPWP SEKARANG NPWP SAMA DENGAN NIK ( 16 DIGIT ) SEDANGKAN MAKSIMAL MASUKAN NPWP PADA KOLOM EFIN CUMA 15 DIGIT SAAATTT SAAATTTT,2025-01-19 03:53:09
Noly Noly,1,"Aplikasi ribet , memaksa rakyat taat pajak tapi pelayanan menyulitkan . Apalagi para pekerja di lokasi pedalaman . Ngejar2 pajak mulu imbal baliknya minim",2025-01-19 01:41:21
R Mufti Auliansyah,1,Mana tombol EFINnya? Gak profesional,2025-01-18 13:42:21
Gabriel Pasca,1,"Error, error, error, error, error, error Capek bet",2025-01-18 13:26:07
Ali Nurdin,1,Ni guna nya apk buat apa . Gx bsa login ke web . Tp d apk ni bsa . Tp gx bsa laporan spt pajak . Trus guna nya apa,2025-01-18 09:51:47
Mukhlis Sin,1,Gak guna,2025-01-18 09:40:07
agus salim,5,Okk,2025-01-17 23:11:32
Sugiyanto,5,Oke,2025-01-17 18:41:06
Nur Fikri Hafyzh Fauzan,1,"Username dan password salah wkwkk, eror.",2025-01-17 16:58:22
Muslih,5,Cepat selesai,2025-01-17 12:44:18
Michelle Lu,1,"Aplikasi ga guna, cs selalu sibuk ga bisa di chat👎👎👎",2025-01-17 08:59:06
Izyan Elfatih,1,Tiap mau login errornpwp1516 kenapa ya? Bug kah?,2025-01-17 08:28:07
Ariey Doang,1,App sangat buruk selalu error ketika login. Tolong la perbaiki agar kita bisa akses app dengan lebih mudah,2025-01-17 06:18:12
Radhen Krishna,5,"Alhamdulillah sistemnya udah di update, tanya kode ifin langsung patass. Ok tingkatkan lagi untuk mempermudah masyarakat, untuk taat perpajakan",2025-01-17 04:04:47
Nazril Adriyan,1,Apk apaan dahh lemot bgtttt,2025-01-17 03:55:32
Abdul kasirin salaputa Kasirin,5,Sangat bagus dan membantu,2025-01-17 02:56:20
Fatchur Rozi,1,"Sangat lemot,dan tidak ada tanggapan keluhan akan aplikasi,gini mau maju gimana,aplikasi sekelas pemerintahan dibikin gk niat sama sekali",2025-01-17 01:35:50
Misnur Ulandari,1,"Sulit diakses, disaat butuh pembuatan npwp online buat kelengkapan administrasi malah tambah sulit. Setelah opsi pernyataan semua terisi. Akses di bagian no 7 loading lambat. Terakhir ulang lagi dari awal, dan tetap seperti itu. Mana pulsa terpotong terus tiap ngirim kode. Sekali pencet lama masuk. Gitu kedua kali pencet masuk bersamaan. Tolong sebelum menerapkan aplikasi ini di akses/coba dahulu oleh pihak pihak yang memahami. Dan memberi demo yanglebih bisa dimengerti oleh setiap kalangan.",2025-01-17 01:27:07
Indra Ri,1,Ga bsa bikin ebil...trus kapan bsa bayar..krna denda mi,2025-01-17 01:24:59
Alifa Khairah,5,Sangat membantu,2025-01-16 14:10:56
Sarif,1,Tdk bisa kepake anjir 😌,2025-01-16 07:44:28
Dika Ardika,5,Top,2025-01-16 06:48:32
budiansyah -,1,Live chat susah di akses. Registrasi susah sekali. Mau taat pajak aja susah.,2025-01-16 06:26:45
Febri Anto,4,Good,2025-01-16 05:32:42
Muhammad Rifal,1,"Aplikasi nya sulit diakses, web nya pun gajelas gabisa akses terus, dan datang ke kantor pajak cimanggis depok pelayanan dari satpam nya gajelas juga, masa orang tanya malah ditanya balik gak kasih arahan sama sekali, udah mana cuek orangnya jawabnya juga sesuka hati dia aja",2025-01-16 03:27:25
Varssy Mlbb,1,Pelayanan lama yang didulu orang terdekatnya sudah nunggu daritadi,2025-01-16 03:11:22
Mas Ade,1,Eror,2025-01-15 22:57:50
Minang Cadiak,5,MemudHkan segala urusan👍👍👍💪,2025-01-15 14:28:01
Reski Purwanto,1,Aplikasi pemerintah kok lemot kek gini dan keseringan eror mohon di perbaiki trimakasi,2025-01-15 10:03:28
erwin najwa,1,gak jelas,2025-01-15 08:31:15
Jacky Adinda syarifah,1,"apakah nama djp disalah gunakan bt penipuan,krn sy di tlp pakai logo ini,ngaku vertivikasi data umkm, fan di arahkan dwld ini,dan sruh ok² di macam2 ,semoga pd hati2,dimintai data internal hp",2025-01-15 07:59:48
Agus Wahyudi,1,"Apk ngga responsif,lemot,dan tidak membantu sama sekali lebih baik hapus Aplikasinya,karena tidak membantu sama sekali justru merugikan pengguna yang memakai,karena buang banyak waktu ,dan nihil hasilnya",2025-01-15 07:03:54
Rafael rc,5,bagus,2025-01-15 06:58:33
jaNi daNau,1,"Terimakasih, Kalau ada lagi menu EFIN nya, aku tambah lagi bintangnya",2025-01-15 06:49:54
YANU PRABOWO,1,logot sendiri mending versi lama,2025-01-15 06:34:43
Ade muhamad zaelani,1,Sampah gbisa di gunakan buang waktu saja,2025-01-15 05:41:35
Tumirah 123,1,kenapa ya tidak bisa masuk sperti aplikasi tdk berfungsi saat ini,2025-01-15 05:07:50
Amrul Fawwaz,1,login aja gabisa padahal udah dikasih surat penerbitan akun wajib pajak dari KPP,2025-01-15 04:12:11
Candra Budi. P,1,kalau ada yang sulit kenapa cari yang mudah...,2025-01-15 04:03:43
Mii 21,1,"Biar bintang yg menilai,🤬",2025-01-15 04:01:14
Nanda Januarizal,5,Susah belumbisa,2025-01-15 03:03:58
-kuku-,1,mau buat npwp saja di persulit coba daftar online eror mulu,2025-01-15 02:31:35
Melani Sau,1,"Aplikasinya sangat lambat. Kita ajukan berulang kali untuk mendapatkan kode EFIN pun selalu saja gagal. Masukkan kode OTP yang dikirim oleh sistem pun dibilang ""SALAH"". Tolong diperbaiki aplikasinya. Jika tidak bisa digunakan, silahkan kunci saja aplikasinya.",2025-01-15 02:00:58
Fakhri Rahman,1,Tolong kalau kerja yang serius,2025-01-15 01:04:03
Fanny rosmalina Zahrah,2,"Aplikasi tergaberguna asli udah di coba verifikasi email Ampe berhari hari tuh email kaga masuk masuk, sue bnget dah, ujung ujungnya malah harus Dateng ke KPP langsung akhh tolong dong yaa di tingkatkan lagi untuk masyarakat, katanya lebih mudah klo digital ini malah mempersulit, mau login ajh GK bisa bisa , gimana klo lagi keadaan terdesak",2025-01-14 22:27:31
Alfian Gunawan,1,Aplikasi tolol d bikin g bisa login😁😁😁,2025-01-14 08:57:06
allfi alfiant,1,"u know laah, useless",2025-01-14 08:47:01
Lumi Nous,1,"Kok tolol kali pengembang aplikasi ini, verifikasi nomor udah sesuai malah salah terus, apa sih, sesuai rating nya low, app ga di benerin, kerjanya apa sih",2025-01-14 07:42:58
YSC BAE,1,"Tidak ada menu ""Lapor"" SPT tahunaan ASN 1770s, kalau buka melaui broser baru ada.",2025-01-14 07:05:08
Fajar Russhodik,1,"Katanya suruh akses fitur live chat, pas udah di akses ga terhubung"". Uang pajak yg kita bayar dapetnya apk beginian?",2025-01-14 06:54:36
Ronaldo Pratama,5,Ok,2025-01-14 05:27:47
Gadis Bulan,1,Aplikasi gak jelas.. Telp nomer cs sibuk terus..chat eror terus. Masuk aplikasi gak bisa reset passw..dr chrome bisa masih pake no effin.. Aplikasi buat mempermudah bukan malahan bikin emosi,2025-01-14 03:54:06
Fadlan Muhammad,5,Mantap,2025-01-14 02:56:22
Radja Dasendria,1,"gk guna, coretax eror trus ke kntor pajak katanya hrus onlen buat npwp.",2025-01-14 02:42:35
Indra Ri,1,pakai aplikasi susah..ga bsa bikin ebil...ribet,2025-01-14 01:44:40
A. Fitriadi,1,"Aplikasi yg tidak pantas untuk di kasih ranting.mau login susah,chat ke Cs sama susah,gimana mau laporan pajak kalo aplikasinya seperti ini, Menu LUPA PASSWORD juga gk ada👎👎👎👎👎👎",2025-01-14 01:23:58
Ulan Tari Qoriah,1,Saya berulang kali daftar ada aja kendalanya di aplikasi online ini. Tolong lebih ditingkatkan lagi,2025-01-13 15:33:02
heru siman,2,"Makin sulit ,apliksiNya sering troble GK seperti yg dulu sangat di sayangKan",2025-01-13 13:21:21
Tata Kurniawan,1,Tidak ada menu EFIN,2025-01-13 12:35:32
willson tjung,1,"Minta EFIN, eror mulu. Padahal udah benar informasinya, live chat ga pernah bisa. Padahal ga ad gangguan internet.",2025-01-13 11:31:02
Anggun Saputri,1,Sekarang makin aneh aja gk jelas banget bgbug nyah semenjak pembaruan sistem bikin orang orang pusing jelek banget apak nayh,2025-01-13 08:22:36
Eki,1,PAYAH,2025-01-13 08:13:47
KMP NTT,5,Ok,2025-01-13 07:53:19
ibobs,1,"kalo belum siap aplikasiinya jangan apa"" online sekarangg yahhh mau laporan pajak aja susah banget secara onlinee klo belum ready ngapain wajib lapor lewat aplikasi",2025-01-13 06:48:28
Toples Kece,1,tidak bekerja dengan baik,2025-01-13 05:58:04
Suroso Roso,1,"Aplikasi yg seharus nya bagus kualitas nya untuk masyarakat malah eror semua,",2025-01-13 04:58:34
Yunita khoirun Nisa,2,Maaf nih kenapa yah waktu pengajuan efin di saat verifikasi kode yg di kirim via sms atau email selalu salah terus padahal bener kok kode verifikasinya. Tolong di perbaiki lagi apk nya,2025-01-13 04:32:55
rahmat rivanto,1,Gak guna,2025-01-13 04:14:39
adi wellas,1,Aplikasi busuk gini ngabisin anggaran negara aja !!! Pelayanan kek kadal,2025-01-13 04:08:04
Astronot,1,"Aplikasi tolol ,it nya suruh belajar lagi",2025-01-13 02:57:32
Niken Raidyna Laksmi,1,Aksesnya lemot bgt,2025-01-13 02:20:30
Mambesos Hesri1516,1,"Aplikasi sampah, kantor pajak kerjanya lambat, kita harus tunggu sampai sore, taiii",2025-01-13 01:32:24
Mudrik Armando,5,Ok,2025-01-12 15:47:41
Andhika,1,ampas,2025-01-12 13:11:15
Zeni Mustofa,1,Pada ga becus bikin apk!!! SELAMAT sudah menjadi aplikasi pemerintah yang tidak berguna!,2025-01-12 10:43:03
B,1,HAMA HAMA HAMAAAAAAAAAA,2025-01-12 10:32:21
Khoirul Muttaqin,1,Aplikasi ampas daftar npwp aja dipersulit. Bisa nya cepet klo pake CALO,2025-01-12 08:59:03
Halim Muhammad,1,Aplikasi gak guna,2025-01-12 00:21:23
Arif Sunarko,5,xml dan jdon fi perbaiki,2025-01-11 16:56:18
Ika Mardikawati,1,Penipuan,2025-01-11 14:54:57
Kim Anggara,5,Good apk,2025-01-11 14:34:06
Mahendra Wijaya,1,"Lapor pajak sangat sulit, panduan jelek, tidak ada kurikulum literasi pajak di sekolah. Makasih sudah buat frustasi.",2025-01-11 09:31:00
Herly Yana,1,Live chat kagak pernah bisa. Di aplikasi maupun website. Buat apa bikin aplikasi kalo gak guna!,2025-01-11 09:07:35
Muslich Udin,5,Ok,2025-01-11 08:19:34
Fuji Cahya,1,sampah,2025-01-11 06:34:35
Christophorus Davin,1,"Menu Efin nya ga muncul min, perbaikin dong",2025-01-11 05:43:11
Indramomentinfinity Setiawan,1,Tidak membantu sama sekali. Gitu aja udah.,2025-01-11 04:23:03
Andri aitem11,1,"full bug , APK gajelas .",2025-01-11 02:03:22
Roni Halawa,1,"Kecewa kok 2025 makin sulit untuk mengurus kartu NPWP dan efin,, Padahal mau bayar pajak kok di persulit",2025-01-10 16:46:32
Karina Ahmad,1,"Barusan kena phising dari aplikasi ini Gaes. 43 jt ilang.. Awalnya ditelpon ,wa , di pandu kmudian vidcall utk penonaktifan NPWP scr online. Dipandu tata cara download, dari playstore Ges, bukan apk ,g nyuruh transfer, g minta pin dsb ... alus banget mainnya...benar benar kyk film film...ya Allah.. Masuknya melalui pajak.urdin .ac Hati hati",2025-01-10 16:01:28
juni sd,1,Guoblooog app,2025-01-10 15:41:36
Hamdin 199,1,Menu E-FIN yang sebelumnya ada sekarang hilang entah kemana😓,2025-01-10 15:39:18
Roni Mbo,1,Menu lupa efin tidak ada.....kadang sistem pajak ini masih sangat kurang dalam fasilitasi masyarakat,2025-01-10 13:46:08
Muslih Saepuloh,1,Gini amat aplikasi pemerintah hdeuh emil sudah bener tapi ngebug nungguin verivikasi ampe berhari hari belum juga ada,2025-01-10 13:23:15
Rakki Otoko,1,Ini menu laporannya mana ya? Ga jelas banget aplikasinya,2025-01-10 10:54:57
Muhamad Palen,1,apk ga guna,2025-01-10 07:48:56
Tristanto Prasetya,1,"Live chat parah, Pendapatan banyak sistem gak canggih.",2025-01-10 06:08:53
M Jexx,1,enggh bisa login dari aplikasi M- Pajak Tetepi bisa login dari browser .... Adeh gawat aplikasi ini,2025-01-10 06:07:12
Adi Putra,1,"Aplikasi Gak Tidak Berguna, Bodoh.",2025-01-10 05:46:30
Wina Amalia,1,ga guna aplikasi sampah,2025-01-10 04:11:02
Karya Mandiri properti,1,Saya tidak masuk ke aplikasi .. password salah terus.ada solusi,2025-01-10 03:32:06
ekaahd 96,1,aplikasi gajelas!!!,2025-01-10 03:03:47
Faishol Amir,1,Sudah ku duga dari aplikasi pemerintah.. gk guna banyan masalah dan bug nya ... Yg lebih jengkelnya lagi situs nya lelet sekali ..,2025-01-09 23:45:30
bang ghit,1,"Apk sampah,gak bantu banget,,,apk sekelas pemerintah kalah sama apk Hugo, Indo indo",2025-01-09 23:04:51
Modi Anskid,1,2025 apakah efin sudah tidak berlaku,2025-01-09 15:54:19
alfiyan Solechudin,1,"Tolong di tingkatkan lagi, aplikasi GK bisa di akses",2025-01-09 15:05:34
FZ 7,1,App jelek banget fitur minim banyak bug,2025-01-09 14:29:13
Ikmal Muharom,1,"Menu effin malah di hapus bikin ribet, niat daftar online biar gak ribet tapi malah di bikin ribet",2025-01-09 14:05:10
Hafidz Irawan,1,Percuma pake aplikasi kalo GK bisa daftar lewat aplikasi,2025-01-09 13:42:02
GABRAEL PALANG,1,"Pendaftaran lewat coretax ribet ,, tidak ada panduan ,, pengisian terlalu sulit untuk menarik map ,, detail alamat juga susah di masukan ,, padahal semua sudah di isi sesuai data ,,tolong admin di tinjau",2025-01-09 13:37:12
Adhec Hasan,1,Aplikasi ngaco..gak ada gunanya...gimana Indonesia mau maju klau aplikasi begini...di suruh login dulu.tapi menu untuk buat akun ajaa gak ada...Berharap dii permudah..tapi tambah sulit..,2025-01-09 12:12:07
Saepul hidayat,1,Aplikasi apassssas,2025-01-09 09:38:43
Tenggarong City,2,Cara Ubah Data Gimana,2025-01-09 09:30:03
Kharisma Nugroho,1,aplikasi sering ke log out sendiri akunnya. diharapkan bisa diperbaiki,2025-01-09 09:24:55
Jauvi Nur Makhmudi,1,Aplikasi aneh masa iya lain ada icon EFIN di aplikasi nya gua kg ada aneh bet rugi download2 buang2 kuota,2025-01-09 06:18:27
Almeer Azhari,1,"Kantor pajak jakarta timur darah pasar rebo mau bikin NPWP aja dipersulit berbelit belit maksudnya apa coba udh 4 hari bikin NPWP aja sampe hari ini blm selesai, harus pake sogokan kah? Biar ga dipersulit heran?",2025-01-09 06:09:45
Rahman Xacao,1,Buruk sekali,2025-01-09 05:46:57
Yonathan Ronando,1,Aplikasi sampah. Server cacat,2025-01-09 04:52:23
dodik sulfiantoro,1,Kembalikan kayak dulu,2025-01-09 04:10:02
Yandi Saputra,1,"Aplikasi busuk, cuma bikin habis anggaran saja. Orang mo daftar harus pake efin, orang lupa kata sandi harus pake efin. Giliran mo buat efin juga di persusah, niat buat aplikasi supaya mempermudah malah bikin susah saja",2025-01-09 03:45:34
Zahir Mania,1,Masa pengajuan lupa EVIN ngga bisa padahal sudah ngisi data sesuai yang di minta .. Tinggal tahap terahir ngga bisa di pencet si,2025-01-09 01:03:08
BangYono 87,1,Aplikasi gak jelas,2025-01-09 00:30:11
Yun Wibowo 시,1,Aplikasi ga jelas! Apa apa aplikasi dari pemerintah ga ada yg jelas. Negara cuman buaat mainan!,2025-01-08 16:57:57
Ahmad Ali Wafa,1,"Udah bener kemaren mau ngurus npwp gampang, cek NPWP juga mudah, sekarang malah dipersulit, gimana kerja kalian ini",2025-01-08 14:26:55
Ridhoaldim,1,Sekelas pajak lohh... Masa apk nya gak jelas ginii busett...gk normal,2025-01-08 14:15:13
Jamali Kpt,5,Sangat membantu,2025-01-08 14:13:40
Rahadian Aldy,1,"BUAT APLIKASINYA AJA TOLONG DANA NYA KAN BANYAK YAH, BIKIN YG PROPER GITU JGN MENYULITKAN. Mau bayar pajak ni, nnti kalo gak bayar pajak kena marah, mau bayar sulit pendaftaran dll nya 🤣",2025-01-08 13:46:02
Fadel SN CARGO,1,Gak bisa dipake,2025-01-08 11:17:49
Wahyugndt22,2,"Mau aplikasi, situs web, atau instansi lainnya yang berhubungan dengan pemerintahan 1. situs lemot, lama terbuka walau pakai jaringan wifi kuat, 2. cs/pengaduan/chat/gmail semuanya lemot balasnya kayak gak ada orang sama sekali, dari kedua point itu ajah sudah bisa menyimpulkan ya? Seberapa buruknya aplikasi/sistem web pemerintahan",2025-01-08 09:35:19
keluarga shafwan,1,Aplikasi tak berguna...hapus saja dari google sampah,2025-01-08 09:35:00
Anto Maryanto,1,Susah di gunakan ga bermanfaat masuk ke live chat ja susah muter terus,2025-01-08 09:13:47
Selvi Mulyati Umar,1,Sangat tidak membantu,2025-01-08 09:09:21
Daris Azwar Rahardiansyah,1,gaguna,2025-01-08 08:42:27
Ja jak,1,"Aplikasi useles, niat melayani tidak anda2 ini!!!!",2025-01-08 05:13:44
Uyee Uyee,2,Setiap mau masuk chat live aja terkendala error tolong diperbaiki adanya aplikasih m pajak buat mempermudah malah aplikasinya sering erro,2025-01-08 05:12:52
hendy bebek,1,G bisa dipakai,2025-01-08 02:18:11
Bill Spt,1,Jelek sangat. Tambah aplikasi ga ada cek NPWP. Web nya pun begitu,2025-01-07 14:39:38
Ricsend Channel,1,Aplikasi tolol.gimana mau bayar pajak,2025-01-07 13:21:31
Mahmut Lexo,1,Bintang aja yg nilai,2025-01-07 12:45:15
Nindya Nandariestha,1,lag mulu,2025-01-07 12:06:57
Pras,1,"Orang pajak bikin aplikasi gak becus , suruh bayar pajak tapi aplikasi dan website resmi bobrok",2025-01-07 11:52:51
YULIFIA NABILLA PUTRI,1,"Aplikasi ga jelas, situs web juga lemot. Pake wifi pake data juga sama aja. Halahhhh bilang aja kalo gabisa online harus ke kantor pajak",2025-01-07 11:15:57
Bima Wicaksana,1,Mempersulit,2025-01-07 10:54:42
Bisma Anugerah M.A,1,"Kalo ada rating bintang 0 akan saya pilih rating itu krn anda layak dapat 0..ga malah makin baik makin parah..verifikasi terus menerus,",2025-01-07 09:59:51
Dewi Nilawati,3,Kok ga ada fitur efin nya yaa,2025-01-07 07:29:53
Arnovi Opi,1,Coretax bikin pusing,2025-01-07 07:26:10
Dina Putri Aulia,1,Ini badan milik negara. Tapi jelek sekali aplikasinya. Login susah daftar susah. . Uang negara kemana ?? Masa kalah dengan aplikasi buatan anak anak SMK.,2025-01-07 05:21:47
Afrizal Ariestha,1,"Niat gk lu bikin situs,suka eror aja bgst",2025-01-07 05:07:21
fahmi lestary,1,"Aplikasi anjayyy bgttt. Ngebug parah😭. Ini gimana mau laporan SPT kalau nomor efin aja susahnya mintak ampun. Tolonglah,ini aplikasi kan dibuat permudah untuk masyarakat kenapa lama banget sih.sudah klik meminta permohonan malah balik ke tampilan awal.padahal pake data.sudah pake wifi gabisa bisa. Aplikasi yg jelas dikit dong kalau buat😭🫵",2025-01-07 04:34:09
FEBRY RAMADHAN,1,"Tidak bisa digunakan, log in selalu error",2025-01-07 04:01:07
Hansen Moe,1,uang buat web dan aplikasi terlalu banyak dikorupsi ya gini jadinya,2025-01-07 03:39:25
Raditya Nurindra,1,"Gk jelas, login kg bisa², udah tau mau buat NPWP",2025-01-07 02:40:03
sigit pamiyanto,3,Saya mu bikin NPWP susah g d respon,2025-01-07 02:29:39
Ardinsah,1,"Seharusnya aplikasi ini mendapatkan bintang setengah, minimal kasih fasilitas pembuatan NPWP-nya dj aplikasi ini. Secara logika bagaimana caranya orang masuk kalau belum daftar. Rakyat dipaksa bayar pajak tetapi aplikasi pajaknya bermasalah",2025-01-07 02:06:25
Rangga Maulana,1,"Aplikasi sampah buang"" anggaran ajaa ga guna!",2025-01-07 02:02:15
Aji Rahmatullah,1,"Mau minta kode efin gak bisa Mulu , mau aplikasi atau web sama² eror",2025-01-07 01:23:12
Rian Rafiul25,1,Sangattttt mengecewakan Dan gak guna juga sih aplikasi ny,2025-01-07 00:34:28
Juanda Doang,5,membantu,2025-01-06 23:47:54
Fikri Egeng,1,"aplikasi gak guna.. Error terus,,, pake duit rakyat doang bisa nya.. 👎",2025-01-06 16:03:58
raein,1,Saya sudah membuat akun lewat web tp kenapa tidak bisa login lewat apk????!!!! Sungguh mengecewakan!!,2025-01-06 14:56:53
Syafin Hito,1,"Aplikasi bangke, susah buat akses live chat juga, najis",2025-01-06 08:44:12
DM ART28,1,"Ini gimna cara bikin NPWP online, web bermasalah terus",2025-01-06 07:08:59
WaKunJat Channel,1,"Anggaran gede aplikasi busuk, Kata2 mutiara ""sinyal harus Kuat ya"",",2025-01-06 04:16:23
Nul Nul,1,"Aplikasi GAGUNA!!! Mau registrasi aja ngga bisa, muter"" mulu.. yang ada bikin bingung",2025-01-06 03:54:13
Cep dudu-97,2,"Gak guna,",2025-01-06 02:23:08
We are 28,1,"BUAT NPWP SEMAKIN SULIT VALIDASI FOTO NGA GAGAL TERUS,. NGAPAIN DI UBAH UBAH SEBELUMNYA SUDAH BAGUS,. JANGAN TOLOL",2025-01-06 01:02:56
