content,source,cleaned,t,sentiment_score,sentiment
"Pas Nunggu Kode OTP nya emng GK lama,TPI GK tauu knp pas mau klik daptarr salahh Mulu,Mau daptar juga Mlah nglag. mohon lebih diperbaiki lgi",playstore,pas nunggu kode otp nya emng gk lamatpi gk tauu knp pas mau klik daptarr salahh mulumau daptar juga mlah nglag mohon lebih diperbaiki lgi,"['pas', 'menunggu', 'kode', 'otp', 'ya', 'memang', 'tidak', 'lamatpi', 'tidak', 'tau', 'kenapa', 'pas', 'mau', 'klik', 'daptarr', 'salahh', 'mulumau', 'daptar', 'juga', 'malah', 'nglag', 'mohon', 'lebih', 'diperbaiki', 'lagi']",-38,negative
Sangat cocok untuk melihat pajak saya,playstore,sangat cocok untuk melihat pajak saya,"['sangat', 'cocok', 'untuk', 'melihat', 'pajak', 'saya']",-17,negative
ngabisin pulsa doang,playstore,ngabisin pulsa doang,"['ngabisin', 'pulsa', 'doang']",-4,negative
Saya udah muter-muter buka aplikasi maupun di web tetap gak bisa. Katanya akun di blokir padahal baru saja di buat. Ini gimana ceritanya saya mau urus NPWP kok gak bisa.🙄,playstore,saya udah mutermuter buka aplikasi maupun di web tetap gak bisa katanya akun di blokir padahal baru saja di buat ini gimana ceritanya saya mau urus npwp kok gak bisa,"['saya', 'sudah', 'mutermuter', 'buka', 'aplikasi', 'maupun', 'di', 'web', 'tetap', 'tidak', 'bisa', 'katanya', 'akun', 'di', 'blokir', 'padahal', 'baru', 'saja', 'di', 'buat', 'ini', 'bagaimana', 'ceritanya', 'saya', 'mau', 'urus', 'npwp', 'kok', 'tidak', 'bisa']",-119,negative
Mau bikin NPWP bagian otp nya gagal terus kesal pdhl udh isi pulsa..,playstore,mau bikin npwp bagian otp nya gagal terus kesal pdhl udh isi pulsa,"['mau', 'bikin', 'npwp', 'bagian', 'otp', 'ya', 'gagal', 'terus', 'kesal', 'padahal', 'sudah', 'isi', 'pulsa']",-72,negative
Ternyata bgni pajak saya dipakai untuk aplikasi yang tidak berfungsi,playstore,ternyata bgni pajak saya dipakai untuk aplikasi yang tidak berfungsi,"['ternyata', 'begini', 'pajak', 'saya', 'dipakai', 'untuk', 'aplikasi', 'yang', 'tidak', 'berfungsi']",-44,negative
Semoga berfungsi dengan baik,playstore,semoga berfungsi dengan baik,"['semoga', 'berfungsi', 'dengan', 'baik']",-10,negative
Sampah memang gk bisa registrasi,playstore,sampah memang gk bisa registrasi,"['sampah', 'memang', 'tidak', 'bisa', 'registrasi']",-29,negative
"Sumpah ni apl bener² mempersulit bgt, gak sesuai harapan",playstore,sumpah ni apl bener mempersulit bgt gak sesuai harapan,"['sumpah', 'nih', 'apl', 'benar', 'mempersulit', 'banget', 'tidak', 'sesuai', 'harapan']",-45,negative
Ini duit anggaran pajak yang begitu banyak dari rakyat ga sanggup buat bayar IT yang ahli dalam bikin web dan aplikasi?,playstore,ini duit anggaran pajak yang begitu banyak dari rakyat ga sanggup buat bayar it yang ahli dalam bikin web dan aplikasi,"['ini', 'duit', 'anggaran', 'pajak', 'yang', 'begitu', 'banyak', 'dari', 'rakyat', 'tidak', 'sanggup', 'buat', 'bayar', 'itu', 'yang', 'ahli', 'dalam', 'bikin', 'web', 'dan', 'aplikasi']",-66,negative
Aplikasi ga bermanfaat sama sekali ga ada otak,playstore,aplikasi ga bermanfaat sama sekali ga ada otak,"['aplikasi', 'tidak', 'bermanfaat', 'sama', 'sekali', 'tidak', 'ada', 'otak']",-34,negative
aplikasi sampah!!! di perbarui ribuan kali tetap saja sistem nya error!!!,playstore,aplikasi sampah di perbarui ribuan kali tetap saja sistem nya error,"['aplikasi', 'sampah', 'di', 'perbarui', 'ribuan', 'kali', 'tetap', 'saja', 'sistem', 'ya', 'error']",-49,negative
Tak bisa dipakek,playstore,tak bisa dipakek,"['tak', 'bisa', 'dipakek']",-18,negative
Baik baik saja,playstore,baik baik saja,"['baik', 'baik', 'saja']",-5,negative
"Sangat terbantu mendapatkan EFIN. Gak perlu menunggu lama, langsung dikirimkan ke email.",playstore,sangat terbantu mendapatkan efin gak perlu menunggu lama langsung dikirimkan ke email,"['sangat', 'terbantu', 'mendapatkan', 'efin', 'tidak', 'perlu', 'menunggu', 'lama', 'langsung', 'dikirimkan', 'ke', 'email']",-7,negative
Nunggu balesan email aja susah nya minta ampun,playstore,nunggu balesan email aja susah nya minta ampun,"['menunggu', 'balesan', 'email', 'saja', 'susah', 'ya', 'meminta', 'ampun']",-17,negative
Aplikasi tidak berguna.,playstore,aplikasi tidak berguna,"['aplikasi', 'tidak', 'berguna']",-13,negative
"Bikin e billing, eh nomor ebillingnya nggak berfungsi 🫠",playstore,bikin e billing eh nomor ebillingnya nggak berfungsi,"['bikin', 'e', 'billing', 'eh', 'nomor', 'ebillingnya', 'tidak', 'berfungsi']",-18,negative
bikin aplikasi gabisa dipake buat apa dah?,playstore,bikin aplikasi gabisa dipake buat apa dah,"['bikin', 'aplikasi', 'tidak bisa', 'dipakai', 'buat', 'apa', 'sudah']",-38,negative
"Aplikasinya sangat jelek, menurut saya aplikasi yang paling buruk tidak guna tak jelas lah pokoknya",playstore,aplikasinya sangat jelek menurut saya aplikasi yang paling buruk tidak guna tak jelas lah pokoknya,"['aplikasinya', 'sangat', 'jelek', 'menurut', 'saya', 'aplikasi', 'yang', 'paling', 'buruk', 'tidak', 'guna', 'tak', 'jelas', 'lah', 'pokoknya']",-56,negative
Password sudah sesuai malah ga bisa login 🗿,playstore,password sudah sesuai malah ga bisa login,"['password', 'sudah', 'sesuai', 'malah', 'tidak', 'bisa', 'login']",-33,negative
Nyerah bang susah banget asli daftar npwp gua kira kalo online bisa lebih gampang ehh ternyata lebih ribet,playstore,nyerah bang susah banget asli daftar npwp gua kira kalo online bisa lebih gampang ehh ternyata lebih ribet,"['nyerah', 'abang', 'susah', 'banget', 'asli', 'daftar', 'npwp', 'gua', 'kira', 'kalau', 'online', 'bisa', 'lebih', 'gampang', 'eh', 'ternyata', 'lebih', 'ribet']",-67,negative
"1 untuk login susah, selalu salah",playstore,untuk login susah selalu salah,"['1', 'untuk', 'login', 'susah', 'selalu', 'salah']",-13,negative
Cukup rating yang bicara,playstore,cukup rating yang bicara,"['cukup', 'rating', 'yang', 'bicara']",-10,negative
SDN & NASIONALISME KURANG.....MAKAN PAJAK RAKYAT.. #KONYOL kode otp sulit...,playstore,sdn  nasionalisme kurangmakan pajak rakyat konyol kode otp sulit,"['sdn', 'nasionalisme', 'kurangmakan', 'pajak', 'rakyat', 'konyol', 'kode', 'otp', 'sulit']",-24,negative
sampah bat aplikasi nya,playstore,sampah bat aplikasi nya,"['sampah', 'banget', 'aplikasi', 'ya']",-36,negative
"Aplikasi ruwet, betulin aplikasinya woy.. Jangan makan gaji buta.",playstore,aplikasi ruwet betulin aplikasinya woy jangan makan gaji buta,"['aplikasi', 'ruwet', 'betulin', 'aplikasinya', 'woy', 'jangan', 'makan', 'gaji', 'buta']",-29,negative
Aplikasi nya tidak jelas baru juga buat eh udah ke blokir yang bener aje rugi dong,playstore,aplikasi nya tidak jelas baru juga buat eh udah ke blokir yang bener aje rugi dong,"['aplikasi', 'ya', 'tidak', 'jelas', 'baru', 'juga', 'buat', 'eh', 'sudah', 'ke', 'blokir', 'yang', 'benar', 'saja', 'rugi', 'dong']",-54,negative
"Jan duit pajak asli ne gae opo seh, kok kerjo ne koyok ngene wong pajek😤",playstore,jan duit pajak asli ne gae opo seh kok kerjo ne koyok ngene wong pajek,"['jangan', 'duit', 'pajak', 'asli', 'ini', 'gae', 'opo', 'sih', 'kok', 'kerjo', 'ini', 'koyok', 'ngene', 'wong', 'pajek']",-48,negative
Gak guna👿👿,playstore,gak guna,"['tidak', 'guna']",-18,negative
"Bikin aplikasi ga pernah niat banget ini pemerintah, uangnya di kemanain dah itu. Aplikasi sekelah pemerintah kalah sma aplikasi buatan anak kejuruan 😌 ini pke aplikasi, tetep aja di lemparnya ke website pake peramban yg ada di hp ny",playstore,bikin aplikasi ga pernah niat banget ini pemerintah uangnya di kemanain dah itu aplikasi sekelah pemerintah kalah sma aplikasi buatan anak kejuruan  ini pke aplikasi tetep aja di lemparnya ke website pake peramban yg ada di hp ny,"['bikin', 'aplikasi', 'tidak', 'pernah', 'niat', 'banget', 'ini', 'pemerintah', 'uangnya', 'di', 'kemanain', 'sudah', 'itu', 'aplikasi', 'sekelah', 'pemerintah', 'kalah', 'sama', 'aplikasi', 'buatan', 'anak', 'kejuruan', 'ini', 'pakai', 'aplikasi', 'tetap', 'saja', 'di', 'lemparnya', 'ke', 'website', 'pakai', 'peramban', 'yang', 'ada', 'di', 'hp', 'nya']",-137,negative
"Gak jelas, , log in di web bisa.. Loh in di aplikasi error terus...",playstore,gak jelas  log in di web bisa loh in di aplikasi error terus,"['tidak', 'jelas', 'log', 'ini', 'di', 'web', 'bisa', 'loh', 'ini', 'di', 'aplikasi', 'error', 'terus']",-84,negative
"Aplikasi kemplo, buang-buang duit negara",playstore,aplikasi kemplo buangbuang duit negara,"['aplikasi', 'kemplo', 'buangbuang', 'duit', 'negara']",-9,negative
"Aplikasi anak bangsa emang ampas, jelek, kualitas buruk,, server sering eror padahal jaringan lancar paket banyak,, perbaiki lagi dek aplikasinya, sekelas aplikasi pejabat kualitas buruk, uang kencang minta urus lama",playstore,aplikasi anak bangsa emang ampas jelek kualitas buruk server sering eror padahal jaringan lancar paket banyak perbaiki lagi dek aplikasinya sekelas aplikasi pejabat kualitas buruk uang kencang minta urus lama,"['aplikasi', 'anak', 'bangsa', 'memang', 'ampas', 'jelek', 'kualitas', 'buruk', 'server', 'sering', 'eror', 'padahal', 'jaringan', 'lancar', 'paket', 'banyak', 'perbaiki', 'lagi', 'dek', 'aplikasinya', 'sekelas', 'aplikasi', 'pejabat', 'kualitas', 'buruk', 'uang', 'kencang', 'meminta', 'urus', 'lama']",-84,negative
Sangay bermangfaat sekali sangat membantu,playstore,sangay bermangfaat sekali sangat membantu,"['sangay', 'bermangfaat', 'sekali', 'sangat', 'membantu']",-10,negative
Sangat membantu dalam pembayaran pajak tanpa perlu ke kantornya lagi,playstore,sangat membantu dalam pembayaran pajak tanpa perlu ke kantornya lagi,"['sangat', 'membantu', 'dalam', 'pembayaran', 'pajak', 'tanpa', 'perlu', 'ke', 'kantornya', 'lagi']",-16,negative
"Baru download udah gak bisa kebuka,njir belum apa apa loh,mempersulit rakyat banget sih",playstore,baru download udah gak bisa kebukanjir belum apa apa lohmempersulit rakyat banget sih,"['baru', 'download', 'sudah', 'tidak', 'bisa', 'kebukanjir', 'belum', 'apa', 'apa', 'lohmempersulit', 'rakyat', 'banget', 'sih']",-51,negative
Aplikasi paling buruk yg pernah ada,playstore,aplikasi paling buruk yg pernah ada,"['aplikasi', 'paling', 'buruk', 'yang', 'pernah', 'ada']",-22,negative
Lupa EFIN masih sulit dan ribet. Harusnya ada opsi untuk kirim kode EFIN via SMS/WA. Jangan hanya via e-mail saja.,playstore,lupa efin masih sulit dan ribet harusnya ada opsi untuk kirim kode efin via smswa jangan hanya via email saja,"['lupa', 'efin', 'masih', 'sulit', 'dan', 'ribet', 'harusnya', 'ada', 'opsi', 'untuk', 'kirim', 'kode', 'efin', 'via', 'smswa', 'jangan', 'hanya', 'via', 'email', 'saja']",-40,negative
Ga Guna!!!,playstore,ga guna,"['tidak', 'guna']",-18,negative
"Tolong admin, kenapa ya ini gak bisa bikin Form Pajak pph21.. Tombol buat nya gk timbul2",playstore,tolong admin kenapa ya ini gak bisa bikin form pajak pph tombol buat nya gk timbul,"['tolong', 'admin', 'kenapa', 'ya', 'ini', 'tidak', 'bisa', 'bikin', 'form', 'pajak', 'pph21', 'tombol', 'buat', 'ya', 'tidak', 'timbul2']",-82,negative
"Susah login ,Ribet. Sudah daftar akun di aktivasi malah GK bisa login",playstore,susah login ribet sudah daftar akun di aktivasi malah gk bisa login,"['susah', 'login', 'ribet', 'sudah', 'daftar', 'akun', 'di', 'aktivasi', 'malah', 'tidak', 'bisa', 'login']",-64,negative
situs tidak dapat dijangkau 🤣🤣🤣,playstore,situs tidak dapat dijangkau,"['situs', 'tidak', 'dapat', 'dijangkau']",-11,negative
Knpa daftar NPWP online susah,playstore,knpa daftar npwp online susah,"['kenapa', 'daftar', 'npwp', 'online', 'susah']",-30,negative
"Apknya error terus....susahnya cm mau minta efin aja... knp jd smua serba susah ya sekarang klo ngurus apa""",playstore,apknya error terussusahnya cm mau minta efin aja knp jd smua serba susah ya sekarang klo ngurus apa,"['apknya', 'error', 'terussusahnya', 'cuma', 'mau', 'meminta', 'efin', 'saja', 'kenapa', 'jadi', 'semua', 'serba', 'susah', 'ya', 'sekarang', 'kalau', 'mengurus', 'apa']",-51,negative
"aplikasi nya mohon di perbaiki. suka force close sendiri. harap di perbaiki sesuai dengan nama aplikasi yaitu PAJAK. Anda di bayar dari rakyat. jadi tolong bikin web yg seharus nya seperti apa. jangan seperti aplikasi"" murah. Seharus nya anda membaca ulasan dari penilaian ya. !!!! Woi t*l*l respon",playstore,aplikasi nya mohon di perbaiki suka force close sendiri harap di perbaiki sesuai dengan nama aplikasi yaitu pajak anda di bayar dari rakyat jadi tolong bikin web yg seharus nya seperti apa jangan seperti aplikasi murah seharus nya anda membaca ulasan dari penilaian ya  woi tll respon,"['aplikasi', 'ya', 'mohon', 'di', 'perbaiki', 'suka', 'force', 'close', 'sendiri', 'harap', 'di', 'perbaiki', 'sesuai', 'dengan', 'nama', 'aplikasi', 'yaitu', 'pajak', 'anda', 'di', 'bayar', 'dari', 'rakyat', 'jadi', 'tolong', 'bikin', 'web', 'yang', 'seharus', 'ya', 'seperti', 'apa', 'jangan', 'seperti', 'aplikasi', 'murah', 'seharus', 'ya', 'anda', 'membaca', 'ulasan', 'dari', 'penilaian', 'ya', 'woi', 'tll', 'respon']",-170,negative
Website pendaftaran sangat buruk,playstore,website pendaftaran sangat buruk,"['website', 'pendaftaran', 'sangat', 'buruk']",-7,negative
Aplikasi gblok cap t*i,playstore,aplikasi gblok cap ti,"['aplikasi', 'gblok', 'cap', 'ti']",-18,negative
Ribet banget,playstore,ribet banget,"['ribet', 'banget']",-18,negative
"Lawak asli ini aplikasi, buang2 duit doang",playstore,lawak asli ini aplikasi buang duit doang,"['lawak', 'asli', 'ini', 'aplikasi', 'buang2', 'duit', 'doang']",-28,negative
"TOLONG diupdate fitur dalam aplikasinya, agar ada fitur untuk dapat meminta No EFFIN baru scr online, ngapain bikin aplikasi buat dipakai secara online, kalau pengurusan untuk no Effin 1st time saja harus secara manual? Aplikasi dibuat untuk memudahkan user bukan merepotkan. Aplikasinya tidak berguna sama sekali ini. 1 lagi NPWP saya dibuat scr online, katanya kartu fisiknya akan dikirimkan 2 Minggu kemudian, ke rumah, tapi sampai detik ini, kartunya blm juga sampai ke alamat rmh saya. Miris!!",playstore,tolong diupdate fitur dalam aplikasinya agar ada fitur untuk dapat meminta no effin baru scr online ngapain bikin aplikasi buat dipakai secara online kalau pengurusan untuk no effin st time saja harus secara manual aplikasi dibuat untuk memudahkan user bukan merepotkan aplikasinya tidak berguna sama sekali ini  lagi npwp saya dibuat scr online katanya kartu fisiknya akan dikirimkan  minggu kemudian ke rumah tapi sampai detik ini kartunya blm juga sampai ke alamat rmh saya miris,"['tolong', 'diupdate', 'fitur', 'dalam', 'aplikasinya', 'agar', 'ada', 'fitur', 'untuk', 'dapat', 'meminta', 'no', 'effin', 'baru', 'secara', 'online', 'mengapai', 'bikin', 'aplikasi', 'buat', 'dipakai', 'secara', 'online', 'kalau', 'pengurusan', 'untuk', 'no', 'effin', '1st', 'time', 'saja', 'harus', 'secara', 'manual', 'aplikasi', 'dibuat', 'untuk', 'memudahkan', 'user', 'bukan', 'merepotkan', 'aplikasinya', 'tidak', 'berguna', 'sama', 'sekali', 'ini', '1', 'lagi', 'npwp', 'saya', 'dibuat', 'secara', 'online', 'katanya', 'kartu', 'fisiknya', 'akan', 'dikirimkan', '2', 'minggu', 'kemudian', 'ke', 'rumah', 'tapi', 'sampai', 'detik', 'ini', 'kartunya', 'belum', 'juga', 'sampai', 'ke', 'alamat', 'rumah', 'saya', 'miris']",-156,negative
Data gagal tersimpan eror padahal sudah tinggal terakhir aktivasi,playstore,data gagal tersimpan eror padahal sudah tinggal terakhir aktivasi,"['data', 'gagal', 'tersimpan', 'eror', 'padahal', 'sudah', 'tinggal', 'terakhir', 'aktivasi']",-31,negative
Aplikasi ga berguna,playstore,aplikasi ga berguna,"['aplikasi', 'tidak', 'berguna']",-13,negative
"Kalo gk butuh² amat males dah instal nya juga, baru aja download udah di suruh update lagi, hadeuh belum aja di pake udah menghambat🤦‍♀️",playstore,kalo gk butuh amat males dah instal nya juga baru aja download udah di suruh update lagi hadeuh belum aja di pake udah menghambat,"['kalau', 'tidak', 'butuh', 'amat', 'malas', 'sudah', 'instal', 'ya', 'juga', 'baru', 'saja', 'download', 'sudah', 'di', 'suruh', 'update', 'lagi', 'aduh', 'belum', 'saja', 'di', 'pakai', 'sudah', 'menghambat']",-95,negative
"Ini bagaimana yaa mau pengajuan ulang EFIN pas dapat otp dari email selalu gagal terus entah darimana nya coba, coba tolong diperbaiki lagi lah , mau datang ke KPP kejauhan masalah nya",playstore,ini bagaimana yaa mau pengajuan ulang efin pas dapat otp dari email selalu gagal terus entah darimana nya coba coba tolong diperbaiki lagi lah  mau datang ke kpp kejauhan masalah nya,"['ini', 'bagaimana', 'ya', 'mau', 'pengajuan', 'ulang', 'efin', 'pas', 'dapat', 'otp', 'dari', 'email', 'selalu', 'gagal', 'terus', 'entah', 'darimana', 'ya', 'coba', 'coba', 'tolong', 'diperbaiki', 'lagi', 'lah', 'mau', 'datang', 'ke', 'kpp', 'kejauhan', 'masalah', 'ya']",-49,negative
Sangat Membantu,playstore,sangat membantu,"['sangat', 'membantu']",-9,negative
Aplikasi GK gunaa,playstore,aplikasi gk gunaa,"['aplikasi', 'tidak', 'guna']",-27,negative
ERORRR TERUUUSSSSS,playstore,erorrr teruuusssss,"['erorrr', 'teruuusssss']",-9,negative
"Sepertinya pliksi mupun web berguna atau berfungsi klo di dalam gedung pajaknya deh, solnya email sma pass yang aku masukkan ydah bener bgt gak salah tpi tertera salah. Wkwkwk",playstore,sepertinya pliksi mupun web berguna atau berfungsi klo di dalam gedung pajaknya deh solnya email sma pass yang aku masukkan ydah bener bgt gak salah tpi tertera salah wkwkwk,"['sepertinya', 'pliksi', 'mupun', 'web', 'berguna', 'atau', 'berfungsi', 'kalau', 'di', 'dalam', 'gedung', 'pajaknya', 'deh', 'solnya', 'email', 'sama', 'pas', 'yang', 'aku', 'masukkan', 'ydah', 'benar', 'banget', 'tidak', 'salah', 'tapi', 'tertera', 'salah', 'wkwkwk']",-48,negative
"Sudah lama tidak buka djp, begitu dibuka kagak bisa lagi, admin mohon di perbaikin demi kelancaran.",playstore,sudah lama tidak buka djp begitu dibuka kagak bisa lagi admin mohon di perbaikin demi kelancaran,"['sudah', 'lama', 'tidak', 'buka', 'djp', 'begitu', 'dibuka', 'kagak', 'bisa', 'lagi', 'admin', 'mohon', 'di', 'memperbaiki', 'demi', 'kelancaran']",-60,negative
Aplikasi banyak bug. Gak jelas. Pencet dikit malah keluar sendiri,playstore,aplikasi banyak bug gak jelas pencet dikit malah keluar sendiri,"['aplikasi', 'banyak', 'bug', 'tidak', 'jelas', 'pencet', 'dikit', 'malah', 'keluar', 'sendiri']",-60,negative
PERBAIKI SYSTEMNYA!!!! JANGAN CUMA MALAK DOANG SU!!,playstore,perbaiki systemnya jangan cuma malak doang su,"['perbaiki', 'systemnya', 'jangan', 'cuma', 'malak', 'doang', 'su']",-20,negative
Aplkasi gk jelas,playstore,aplkasi gk jelas,"['aplkasi', 'tidak', 'jelas']",-12,negative
"Aplikasi sampah buang"" duit rakyat aja Halah",playstore,aplikasi sampah buang duit rakyat aja halah,"['aplikasi', 'sampah', 'buang', 'duit', 'rakyat', 'saja', 'halah']",-29,negative
Sampah gk ada fungsi sama sekali....,playstore,sampah gk ada fungsi sama sekali,"['sampah', 'tidak', 'ada', 'fungsi', 'sama', 'sekali']",-31,negative
Asli busuk banget smpe pulsa hbis gk bisa verti otp,playstore,asli busuk banget smpe pulsa hbis gk bisa verti otp,"['asli', 'busuk', 'banget', 'sampai', 'pulsa', 'habis', 'tidak', 'bisa', 'verti', 'otp']",-55,negative
Useless,playstore,useless,['useless'],-9,negative
APLIKASI BUSUK !!!!!!!!!!!,playstore,aplikasi busuk,"['aplikasi', 'busuk']",-18,negative
"Syarat lengkap cepat,,",playstore,syarat lengkap cepat,"['syarat', 'lengkap', 'cepat']",-6,negative
"plis laah pelayanan di tingkatin lagi, mau login akun pun susah banget udah nunggu lama eh katanya admin masi sibuk hmmmm🗿🗿",playstore,plis laah pelayanan di tingkatin lagi mau login akun pun susah banget udah nunggu lama eh katanya admin masi sibuk hmmmm,"['plis', 'laah', 'pelayanan', 'di', 'tingkatin', 'lagi', 'mau', 'login', 'akun', 'pun', 'susah', 'banget', 'sudah', 'menunggu', 'lama', 'eh', 'katanya', 'admin', 'masih', 'sibuk', 'hmmmm']",-60,negative
